config,run,generation,attempt,day,fitness,yield,saving_ratio,healthiness,survival_pct,alive_count,initial_count,deaths_today,cost,saving,food_interval,food_quantity,food_location,probiotic_interval,probiotic_quantity,probiotic_location,oxygen_interval,oxygen_duration,oxygen_location,early_quit,prompt_tokens,completion_tokens,cumulative_tokens,prompt_words,completion_words,cumulative_words,trimmed,memory_compactions,last_compaction_day,memory_entries,memory_history_words
no_tools,1,4,1,3,0.9807,1.0000,0.9635,0.9392,100.0,50,50,0,18.25,481.75,12,25,9,120,1,9,20,1,9,False,4079,198,237749,1670,22,102596,False,28,3,2,97
no_tools,1,4,1,4,0.9780,1.0000,0.9535,0.9448,100.0,50,50,0,23.25,476.75,12,25,9,120,1,9,20,1,9,False,4098,198,242045,1672,22,104290,False,28,3,3,147
no_tools,1,4,1,5,0.9737,1.0000,0.9435,0.9366,100.0,50,50,0,28.25,471.75,12,25,9,120,1,9,20,1,9,False,4096,198,246339,1674,22,105986,False,28,3,4,198
no_tools,1,4,1,6,0.9683,1.0000,0.9270,0.9366,100.0,50,50,0,36.50,463.50,12,25,9,120,1,9,20,1,9,False,4010,192,250541,1632,20,107638,False,29,6,2,102
no_tools,1,4,1,7,0.9643,1.0000,0.9170,0.9304,100.0,50,50,0,41.50,458.50,12,25,9,120,1,9,20,1,9,False,4030,199,254770,1634,22,109294,False,29,6,3,154
no_tools,1,4,1,8,0.9438,0.9600,0.9070,0.9706,96.0,48,50,2,46.50,453.50,12,24,9,120,1,9,20,1,9,False,4075,191,259036,1664,20,110978,False,29,6,4,206
no_tools,1,4,1,9,0.9391,0.9600,0.8972,0.9587,96.0,48,50,0,51.40,448.60,12,24,9,120,1,9,20,1,9,False,4228,192,263456,1726,20,112724,False,30,9,2,103
no_tools,1,4,1,10,0.9344,0.9600,0.8874,0.9465,96.0,48,50,0,56.30,443.70,12,24,9,120,1,9,20,1,9,False,4260,192,267908,1728,20,114472,False,30,9,3,155
no_tools,1,4,1,11,0.9313,0.9600,0.8711,0.9653,96.0,48,50,0,64.45,435.55,12,20,9,120,1,9,20,1,9,False,4172,192,272272,1670,20,116162,False,30,9,4,207
no_tools,1,4,1,12,0.9163,0.9400,0.8621,0.9570,94.0,47,50,1,68.95,431.05,9,20,9,120,1,9,20,1,9,False,4206,191,276669,1700,20,117882,False,31,12,2,105
no_tools,1,4,1,13,0.9118,0.9400,0.8511,0.9493,94.0,47,50,0,74.45,425.55,9,20,9,120,1,9,20,1,9,False,4361,196,281226,1780,22,119684,False,31,12,3,159
no_tools,1,4,1,14,0.9075,0.9400,0.8401,0.9437,94.0,47,50,0,79.95,420.05,9,20,9,120,1,9,12,1,9,False,4174,198,285598,1658,22,121364,False,31,12,4,213
no_tools,1,4,1,15,0.9023,0.9400,0.8261,0.9388,94.0,47,50,0,86.95,413.05,9,20,9,120,1,9,12,1,9,False,4349,197,290144,1762,22,123148,False,32,15,2,108
no_tools,1,4,1,16,0.8977,0.9400,0.8086,0.9491,94.0,47,50,0,95.70,404.30,9,20,9,120,1,9,12,1,9,False,4356,191,294691,1762,20,124930,False,32,15,3,162
no_tools,1,4,1,17,0.8919,0.9400,0.7926,0.9445,94.0,47,50,0,103.70,396.30,9,18,9,120,1,9,12,1,9,False,4188,191,299070,1654,20,126604,False,32,15,4,216
no_tools,1,4,1,18,0.8667,0.9000,0.7790,0.9550,90.0,45,50,2,110.50,389.50,10,18,9,120,1,9,12,1,9,False,4240,189,303499,1706,20,128330,False,33,18,2,109
no_tools,1,4,1,19,0.8619,0.9000,0.7654,0.9523,90.0,45,50,0,117.30,382.70,10,18,9,120,1,9,12,1,9,False,4348,191,308038,1758,20,130108,False,33,18,3,163
no_tools,1,4,1,20,0.8563,0.9000,0.7518,0.9434,90.0,45,50,0,124.10,375.90,10,25,9,120,1,9,12,1,9,False,4207,192,312437,1688,20,131816,False,33,18,4,217
no_tools,1,4,1,21,0.8529,0.9000,0.7328,0.9672,90.0,45,50,0,133.60,366.40,10,24,9,120,1,9,12,1,9,False,4393,192,317022,1792,20,133628,False,34,21,2,108
no_tools,1,4,1,22,0.8464,0.9000,0.7180,0.9542,90.0,45,50,0,141.00,359.00,10,24,9,120,1,9,12,1,9,False,4382,198,321602,1792,22,135442,False,34,21,3,162
no_tools,1,4,1,23,0.8397,0.9000,0.7008,0.9453,90.0,45,50,0,149.60,350.40,10,20,9,120,1,9,12,1,9,False,4209,194,326005,1668,22,137132,False,34,21,4,216
no_tools,1,4,1,24,0.8341,0.9000,0.6868,0.9368,90.0,45,50,0,156.60,343.40,10,25,9,120,1,9,12,1,9,False,4247,189,330441,1702,20,138854,False,35,24,2,108
no_tools,1,4,1,25,0.8278,0.9000,0.6718,0.9258,90.0,45,50,0,164.10,335.90,10,25,9,120,1,9,12,1,9,False,4399,199,335039,1770,22,140646,False,35,24,3,162
no_tools,1,4,1,26,0.8205,0.9000,0.6528,0.9174,90.0,45,50,0,173.60,326.40,10,20,9,120,1,9,12,1,9,False,4230,191,339460,1678,20,142344,False,35,24,4,216
no_tools,1,4,1,27,0.8169,0.9000,0.6388,0.9260,90.0,45,50,0,180.60,319.40,10,20,9,120,1,9,12,1,9,False,4406,191,344057,1780,20,144144,False,36,27,2,108
no_tools,1,4,1,28,0.8120,0.9000,0.6228,0.9294,90.0,45,50,0,188.60,311.40,10,20,9,120,1,9,12,1,9,False,4402,198,348657,1780,22,145946,False,36,27,3,162
no_tools,1,4,1,29,0.7957,0.8800,0.6088,0.9235,88.0,44,50,1,195.60,304.40,10,25,9,120,1,9,12,1,9,False,4270,192,353119,1708,20,147674,False,36,27,4,217
no_tools,1,4,1,30,0.7908,0.8800,0.5938,0.9234,88.0,44,50,0,203.10,296.90,10,25,9,120,1,9,12,1,9,False,0,0,353119,0,0,147674,False,36,27,4,217
no_tools,1,5,1,1,0.9895,1.0000,0.9841,0.9566,100.0,50,50,0,7.95,492.05,12,22,9,120,1,9,20,1,9,False,4107,213,358825,1665,22,150050,False,36,,1,45
no_tools,1,5,1,2,0.9871,1.0000,0.9747,0.9618,100.0,50,50,0,12.65,487.35,12,22,9,120,1,9,20,1,9,False,4162,218,363205,1675,22,151747,False,36,,2,90
no_tools,1,5,1,3,0.9715,0.9800,0.9653,0.9497,98.0,49,50,1,17.35,482.65,12,22,9,120,1,9,20,1,9,False,4185,212,367602,1679,20,153446,False,37,3,2,96
no_tools,1,5,1,4,0.9662,0.9800,0.9559,0.9314,98.0,49,50,0,22.05,477.95,12,22,9,120,1,9,20,1,9,False,4179,211,371992,1677,20,155143,False,37,3,3,146
no_tools,1,5,1,5,0.9630,0.9800,0.9465,0.9303,98.0,49,50,0,26.75,473.25,12,22,9,120,1,9,20,1,9,False,4181,217,376390,1677,22,156842,False,37,3,4,196
no_tools,1,5,1,6,0.9595,0.9800,0.9306,0.9452,98.0,49,50,0,34.70,465.30,12,28,9,120,1,9,20,1,9,False,4067,208,380665,1619,20,158481,False,38,6,2,100
no_tools,1,5,1,7,0.9436,0.9600,0.9200,0.9335,96.0,48,50,1,40.00,460.00,12,28,9,120,1,9,20,1,9,False,4096,219,384980,1623,22,160126,False,38,6,3,152
no_tools,1,5,1,8,0.9399,0.9600,0.9094,0.9319,96.0,48,50,0,45.30,454.70,12,25,9,120,1,9,20,1,9,False,4146,207,389333,1661,20,161807,False,38,6,4,203
no_tools,1,5,1,9,0.9383,0.9600,0.8994,0.9457,96.0,48,50,0,50.30,449.70,12,25,9,120,1,9,20,1,9,False,4271,219,393823,1709,22,163538,False,39,9,2,102
no_tools,1,5,1,10,0.9343,0.9600,0.8894,0.9402,96.0,48,50,0,55.30,444.70,12,25,9,120,1,9,20,1,9,False,4311,219,398353,1711,22,165271,False,39,9,3,154
no_tools,1,5,1,11,0.9182,0.9400,0.8729,0.9429,94.0,47,50,1,63.55,436.45,12,25,9,120,1,9,20,1,9,False,4292,211,402856,1707,20,166998,False,39,9,4,209
no_tools,1,5,1,12,0.9064,0.9200,0.8629,0.9635,92.0,46,50,1,68.55,431.45,12,25,9,120,1,9,20,1,9,False,4293,219,407368,1711,22,168731,False,40,12,2,110
no_tools,1,5,1,13,0.9023,0.9200,0.8529,0.9570,92.0,46,50,0,73.55,426.45,12,25,9,120,1,9,20,1,9,False,4460,218,412046,1809,22,170562,False,40,12,3,164
no_tools,1,5,1,14,0.8991,0.9200,0.8429,0.9580,92.0,46,50,0,78.55,421.45,12,24,9,120,1,9,20,1,9,False,4227,212,416485,1659,20,172241,False,40,12,4,218
no_tools,1,5,1,15,0.8946,0.9200,0.8331,0.9477,92.0,46,50,0,83.45,416.55,12,24,9,120,1,9,20,1,9,False,4420,210,421115,1763,20,174024,False,41,15,2,108
no_tools,1,5,1,16,0.8874,0.9200,0.8168,0.9319,92.0,46,50,0,91.60,408.40,12,24,9,120,1,9,20,1,9,False,4441,219,425775,1763,22,175809,False,41,15,3,162
no_tools,1,5,1,17,0.8748,0.9000,0.8070,0.9454,90.0,45,50,1,96.50,403.50,12,24,9,120,1,9,20,1,9,False,4295,209,430279,1687,20,177516,False,41,15,4,217
no_tools,1,5,1,18,0.8724,0.9000,0.7972,0.9529,90.0,45,50,0,101.40,398.60,12,24,9,144,1,9,20,1,9,False,4296,210,434785,1703,20,179239,False,42,18,2,109
no_tools,1,5,1,19,0.8665,0.9000,0.7859,0.9343,90.0,45,50,0,107.05,392.95,12,24,9,144,1,9,20,1,9,False,4473,219,439477,1783,22,181044,False,42,18,3,163
no_tools,1,5,1,20,0.8508,0.8800,0.7761,0.9222,88.0,44,50,1,111.95,388.05,12,25,9,144,1,9,20,1,9,False,4315,211,444003,1689,20,182753,False,42,18,4,218
no_tools,1,5,1,21,0.8469,0.8800,0.7611,0.9314,88.0,44,50,0,119.45,380.55,12,24,9,144,1,9,20,1,9,False,4466,211,448680,1785,20,184558,False,43,21,2,109
no_tools,1,5,1,22,0.8461,0.8800,0.7513,0.9514,88.0,44,50,0,124.35,375.65,12,24,9,144,1,9,20,1,9,False,4466,218,453364,1785,22,186365,False,43,21,3,163
no_tools,1,5,1,23,0.8423,0.8800,0.7415,0.9466,88.0,44,50,0,129.25,370.75,12,25,9,144,1,9,20,1,9,False,4344,211,457919,1721,20,188106,False,43,21,4,217
no_tools,1,5,1,24,0.8389,0.8800,0.7315,0.9462,88.0,44,50,0,134.25,365.75,12,25,9,144,1,9,20,1,9,False,4305,207,462431,1695,20,189821,False,44,24,2,108
no_tools,1,5,1,25,0.8348,0.8800,0.7200,0.9433,88.0,44,50,0,140.00,360.00,12,24,9,144,1,9,20,1,9,False,4502,219,467152,1811,22,191654,False,44,24,3,162
no_tools,1,5,1,26,0.8284,0.8800,0.7052,0.9308,88.0,44,50,0,147.40,352.60,12,25,9,144,1,9,20,1,9,False,4339,212,471703,1709,20,193383,False,44,24,4,216
no_tools,1,5,1,27,0.8143,0.8600,0.6952,0.9320,86.0,43,50,1,152.40,347.60,12,25,9,144,1,9,20,1,9,False,4505,219,476427,1801,22,195206,False,45,27,2,109
no_tools,1,5,1,28,0.8099,0.8600,0.6852,0.9236,86.0,43,50,0,157.40,342.60,12,25,9,144,1,9,20,1,9,False,4489,215,481131,1799,22,197027,False,45,27,3,163
no_tools,1,5,1,29,0.8055,0.8600,0.6752,0.9138,86.0,43,50,0,162.40,337.60,12,24,9,144,1,9,20,1,9,False,4325,212,485668,1697,20,198744,False,45,27,4,217
no_tools,1,5,1,30,0.7926,0.8400,0.6654,0.9252,84.0,42,50,1,167.30,332.70,12,24,9,144,1,9,20,1,9,False,0,0,485668,0,0,198744,False,45,27,4,217
no_obs,1,1,1,1,0.9854,1.0000,0.9875,0.9124,100.0,50,50,0,6.25,493.75,12,5,9,168,1,9,20,1,9,False,1829,77,4825,698,18,1869,False,0,,1,128
no_obs,1,1,1,2,0.9654,0.9800,0.9815,0.8543,98.0,49,50,1,9.25,490.75,12,5,9,168,1,9,20,1,9,False,1867,77,6769,706,18,2593,False,0,,2,259
no_obs,1,1,1,3,0.9582,0.9800,0.9755,0.8111,98.0,49,50,0,12.25,487.75,12,6,9,168,1,9,20,1,9,False,1910,77,8756,716,18,3327,False,1,3,2,261
no_obs,1,1,1,4,0.9535,0.9800,0.9693,0.7889,98.0,49,50,0,15.35,484.65,12,6,9,168,1,9,20,1,9,False,1930,77,10763,714,18,4059,False,1,3,3,389
no_obs,1,1,1,5,0.9393,0.9600,0.9631,0.7786,96.0,48,50,1,18.45,481.55,12,7,9,168,1,9,20,1,9,False,4013,143,14919,1445,18,5522,False,1,3,4,517
no_obs,1,1,1,6,0.9361,0.9600,0.9517,0.7839,96.0,48,50,0,24.15,475.85,12,8,9,168,1,9,20,1,9,False,1982,77,16978,730,18,6270,False,2,6,2,257
no_obs,1,1,1,7,0.9299,0.9600,0.9451,0.7499,96.0,48,50,0,27.45,472.55,12,8,9,168,1,9,20,1,9,False,1991,77,19046,731,18,7019,False,2,6,3,387
no_obs,1,1,1,8,0.8969,0.9000,0.9370,0.7724,90.0,45,50,3,31.50,468.50,12,8,9,168,1,9,20,1,9,False,4149,143,23338,1485,18,8522,False,2,6,4,520
no_obs,1,1,1,9,0.8958,0.9000,0.9304,0.7818,90.0,45,50,0,34.80,465.20,12,8,9,168,1,9,20,1,9,False,2027,77,25442,740,18,9280,False,3,9,2,266
no_obs,1,1,1,10,0.8812,0.8800,0.9238,0.7695,88.0,44,50,1,38.10,461.90,12,8,9,168,1,9,20,1,9,False,2043,77,27562,740,18,10038,False,3,9,3,399
no_obs,1,1,1,11,0.8562,0.8400,0.9122,0.7762,84.0,42,50,2,43.90,456.10,12,8,9,168,1,9,20,1,9,False,4281,143,31986,1503,18,11559,False,3,9,4,535
no_obs,1,1,1,12,0.8534,0.8400,0.9056,0.7709,84.0,42,50,0,47.20,452.80,12,9,9,168,1,9,20,1,9,False,6081,478,38545,2271,95,13925,False,4,12,2,271
no_obs,1,1,1,13,0.8225,0.7800,0.8988,0.8078,78.0,39,50,3,50.60,449.40,12,10,9,168,1,9,20,1,9,False,4242,156,42943,1495,20,15440,False,4,12,3,403
no_obs,1,1,1,14,0.8189,0.7800,0.8918,0.7969,78.0,39,50,0,54.10,445.90,12,15,9,168,1,9,20,1,9,False,4332,163,47438,1505,22,16967,False,4,12,4,540
no_obs,1,1,1,15,0.8201,0.7800,0.8823,0.8332,78.0,39,50,0,58.85,441.15,12,15,9,168,1,9,20,1,9,False,2090,78,49606,744,18,17729,False,5,15,2,274
no_obs,1,1,1,16,0.8095,0.7600,0.8693,0.8716,76.0,38,50,1,65.35,434.65,12,15,9,168,1,9,20,1,9,False,2071,78,51755,743,18,18490,False,5,15,3,410
no_obs,1,1,1,17,0.8002,0.7400,0.8613,0.9077,74.0,37,50,1,69.35,430.65,12,15,9,168,1,9,20,1,9,False,2067,78,53900,743,18,19251,False,5,15,4,546
no_obs,1,1,1,18,0.7966,0.7400,0.8533,0.8997,74.0,37,50,0,73.35,426.65,12,15,9,168,1,9,20,1,9,False,2078,78,56056,744,18,20013,False,6,18,2,273
no_obs,1,1,1,19,0.7831,0.7200,0.8453,0.9015,72.0,36,50,1,77.35,422.65,12,15,9,168,1,9,20,1,9,False,4312,163,60531,1501,22,21536,False,6,18,3,408
no_obs,1,1,1,20,0.7674,0.7000,0.8373,0.8840,70.0,35,50,1,81.35,418.65,12,15,9,168,1,9,20,1,9,False,2080,78,62689,743,18,22297,False,6,18,4,544
no_obs,1,1,1,21,0.7613,0.7000,0.8243,0.8687,70.0,35,50,0,87.85,412.15,12,15,9,168,1,9,20,1,9,False,2073,78,64840,742,18,23057,False,7,21,2,271
no_obs,1,1,1,22,0.7590,0.7000,0.8148,0.8761,70.0,35,50,0,92.60,407.40,12,15,9,168,1,9,20,1,9,False,2040,78,66958,740,18,23815,False,7,21,3,404
no_obs,1,1,1,23,0.7586,0.7000,0.8068,0.8950,70.0,35,50,0,96.60,403.40,12,15,9,168,1,9,20,1,9,False,2069,78,69105,743,18,24576,False,7,21,4,540
no_obs,1,1,1,24,0.7572,0.7000,0.7988,0.9047,70.0,35,50,0,100.60,399.40,12,15,9,168,1,9,20,1,9,False,2090,78,71273,746,18,25340,False,8,24,2,275
no_obs,1,1,1,25,0.7554,0.7000,0.7908,0.9119,70.0,35,50,0,104.60,395.40,12,15,9,168,1,9,20,1,9,False,2084,78,73435,745,18,26103,False,8,24,3,413
no_obs,1,1,1,26,0.7506,0.7000,0.7778,0.9080,70.0,35,50,0,111.10,388.90,12,15,9,168,1,9,20,1,9,False,2110,84,75629,747,20,26870,False,8,24,4,553
no_obs,1,1,1,27,0.7499,0.7000,0.7698,0.9236,70.0,35,50,0,115.10,384.90,12,15,9,168,1,9,20,1,9,False,2084,78,77791,743,18,27631,False,9,27,2,276
no_obs,1,1,1,28,0.7476,0.7000,0.7618,0.9270,70.0,35,50,0,119.10,380.90,12,15,9,168,1,9,20,1,9,False,2121,78,79990,748,18,28397,False,9,27,3,417
no_obs,1,1,1,29,0.7441,0.7000,0.7523,0.9238,70.0,35,50,0,123.85,376.15,12,15,9,168,1,9,20,1,9,False,2070,78,82138,742,18,29157,False,9,27,4,552
no_obs,1,1,1,30,0.7413,0.7000,0.7443,0.9222,70.0,35,50,0,127.85,372.15,12,15,9,168,1,9,20,1,9,False,0,0,82138,0,0,29157,False,9,27,4,552
no_obs,1,2,1,1,0.9867,1.0000,0.9855,0.9294,100.0,50,50,0,7.25,492.75,12,15,9,168,1,9,20,1,9,False,2000,78,87326,734,18,31066,False,9,,1,128
no_obs,1,2,1,2,0.9859,1.0000,0.9775,0.9447,100.0,50,50,0,11.25,488.75,12,15,9,168,1,9,20,1,9,False,2025,78,89429,739,18,31823,False,9,,2,256
no_obs,1,2,1,3,0.9809,1.0000,0.9695,0.9246,100.0,50,50,0,15.25,484.75,12,15,9,168,1,9,20,1,9,False,2004,78,91511,734,18,32575,False,10,3,2,257
no_obs,1,2,1,4,0.9768,1.0000,0.9615,0.9123,100.0,50,50,0,19.25,480.75,12,15,9,168,1,9,20,1,9,False,2004,78,93593,734,18,33327,False,10,3,3,386
no_obs,1,2,1,5,0.9649,0.9800,0.9535,0.9268,98.0,49,50,1,23.25,476.75,12,15,9,168,1,9,20,1,9,False,4154,145,97892,1483,18,34828,False,10,3,4,514
no_obs,1,2,1,6,0.9595,0.9800,0.9405,0.9175,98.0,49,50,0,29.75,470.25,12,15,9,168,1,9,20,1,9,False,2005,78,99975,734,18,35580,False,11,6,2,257
no_obs,1,2,1,7,0.9546,0.9800,0.9325,0.8994,98.0,49,50,0,33.75,466.25,12,15,9,168,1,9,20,1,9,False,2041,84,102100,738,20,36338,False,11,6,3,390
no_obs,1,2,1,8,0.9508,0.9800,0.9230,0.8934,98.0,49,50,0,38.50,461.50,12,15,9,168,1,9,20,1,9,False,2048,78,104226,740,18,37096,False,11,6,4,525
no_obs,1,2,1,9,0.9499,0.9800,0.9150,0.9078,98.0,49,50,0,42.50,457.50,12,15,9,168,1,9,20,1,9,False,4312,145,108683,1511,18,38625,False,12,9,2,271
no_obs,1,2,1,10,0.9453,0.9800,0.9070,0.8918,98.0,49,50,0,46.50,453.50,12,15,9,168,1,9,20,1,9,False,2083,78,110844,747,18,39390,False,12,9,3,407
no_obs,1,2,1,11,0.9418,0.9800,0.8940,0.8979,98.0,49,50,0,53.00,447.00,12,15,9,168,1,9,20,1,9,False,2126,78,113048,753,18,40161,False,12,9,4,549
no_obs,1,2,1,12,0.9299,0.9600,0.8860,0.9124,96.0,48,50,1,57.00,443.00,12,15,9,168,1,9,20,1,9,False,2078,78,115204,746,18,40925,False,13,12,2,277
no_obs,1,2,1,13,0.9170,0.9400,0.8780,0.9186,94.0,47,50,1,61.00,439.00,12,15,9,168,1,9,20,1,9,False,2102,78,117384,749,18,41692,False,13,12,3,415
no_obs,1,2,1,14,0.9035,0.9200,0.8700,0.9198,92.0,46,50,1,65.00,435.00,12,15,9,168,1,9,20,1,9,False,2102,78,119564,749,18,42459,False,13,12,4,553
no_obs,1,2,1,15,0.8758,0.8800,0.8605,0.8989,88.0,44,50,2,69.75,430.25,12,15,9,168,1,9,20,1,9,False,4422,163,124149,1521,22,44002,False,14,15,2,279
no_obs,1,2,1,16,0.8688,0.8800,0.8475,0.8763,88.0,44,50,0,76.25,423.75,12,15,9,168,1,9,20,1,9,False,4434,128,128711,1523,1,45526,False,14,15,3,421
no_obs,1,2,1,17,0.8726,0.8800,0.8395,0.9299,88.0,44,50,0,80.25,419.75,12,15,9,168,1,9,20,1,9,False,2122,78,130911,751,18,46295,False,14,15,4,561
no_obs,1,2,1,18,0.8586,0.8600,0.8315,0.9264,86.0,43,50,1,84.25,415.75,12,15,9,168,1,9,20,1,9,False,2099,78,133088,747,18,47060,False,15,18,2,276
no_obs,1,2,1,19,0.8556,0.8600,0.8235,0.9236,86.0,43,50,0,88.25,411.75,12,15,9,168,1,9,20,1,9,False,2095,78,135261,746,18,47824,False,15,18,3,411
no_obs,1,2,1,20,0.8533,0.8600,0.8155,0.9266,86.0,43,50,0,92.25,407.75,12,15,9,168,1,9,20,1,9,False,2124,78,137463,750,18,48592,False,15,18,4,550
no_obs,1,2,1,21,0.8485,0.8600,0.8025,0.9223,86.0,43,50,0,98.75,401.25,12,15,9,168,1,9,20,1,9,False,2101,78,139642,747,18,49357,False,16,21,2,275
no_obs,1,2,1,22,0.8457,0.8600,0.7930,0.9250,86.0,43,50,0,103.50,396.50,12,15,9,168,1,9,20,1,9,False,2154,78,141874,755,18,50130,False,16,21,3,419
no_obs,1,2,1,23,0.8426,0.8600,0.7850,0.9212,86.0,43,50,0,107.50,392.50,12,15,9,168,1,9,20,1,9,False,2154,78,144106,755,18,50903,False,16,21,4,563
no_obs,1,2,1,24,0.8390,0.8600,0.7770,0.9134,86.0,43,50,0,111.50,388.50,12,15,9,168,1,9,20,1,9,False,2122,78,146306,750,18,51671,False,17,24,2,283
no_obs,1,2,1,25,0.8369,0.8600,0.7690,0.9180,86.0,43,50,0,115.50,384.50,12,15,9,168,1,9,20,1,9,False,2115,78,148499,749,18,52438,False,17,24,3,421
no_obs,1,2,1,26,0.8208,0.8400,0.7560,0.9107,84.0,42,50,1,122.00,378.00,12,15,9,168,1,9,20,1,9,False,2133,78,150710,752,18,53208,False,17,24,4,562
no_obs,1,2,1,27,0.8184,0.8400,0.7480,0.9127,84.0,42,50,0,126.00,374.00,12,15,9,168,1,9,20,1,9,False,2110,78,152898,748,18,53974,False,18,27,2,278
no_obs,1,2,1,28,0.8153,0.8400,0.7400,0.9096,84.0,42,50,0,130.00,370.00,12,15,9,168,1,9,20,1,9,False,2126,84,155108,751,20,54745,False,18,27,3,418
no_obs,1,2,1,29,0.8133,0.8400,0.7305,0.9185,84.0,42,50,0,134.75,365.25,12,15,9,168,1,9,20,1,9,False,2133,84,157325,751,20,55516,False,18,27,4,558
no_obs,1,2,1,30,0.8116,0.8400,0.7225,0.9265,84.0,42,50,0,138.75,361.25,12,15,9,168,1,9,20,1,9,False,0,0,157325,0,0,55516,False,18,27,4,558
no_obs,1,3,1,1,0.9771,0.9800,0.9855,0.9408,98.0,49,50,1,7.25,492.75,12,15,9,168,1,9,20,1,9,False,4850,188,165685,1631,22,58358,False,18,,1,129
no_obs,1,3,1,2,0.9724,0.9800,0.9775,0.9236,98.0,49,50,0,11.25,488.75,12,15,9,168,1,9,20,1,9,False,4903,189,170777,1641,22,60021,False,18,,2,258
no_obs,1,3,1,3,0.9661,0.9800,0.9695,0.8931,98.0,49,50,0,15.25,484.75,12,15,9,168,1,9,20,1,9,False,4829,189,175795,1627,22,61670,False,19,3,2,257
no_obs,1,3,1,4,0.9629,0.9800,0.9615,0.8886,98.0,49,50,0,19.25,480.75,12,15,9,168,1,9,20,1,9,False,4829,189,180813,1627,22,63319,False,19,3,3,385
no_obs,1,3,1,5,0.9586,0.9800,0.9535,0.8746,98.0,49,50,0,23.25,476.75,12,15,9,168,1,9,20,1,9,False,4858,188,185859,1629,22,64970,False,19,3,4,514
no_obs,1,3,1,6,0.9548,0.9800,0.9405,0.8787,98.0,49,50,0,29.75,470.25,12,15,9,168,1,9,20,1,9,False,4875,189,190923,1633,22,66625,False,20,6,2,260
no_obs,1,3,1,7,0.9523,0.9800,0.9325,0.8799,98.0,49,50,0,33.75,466.25,12,15,9,168,1,9,20,1,9,False,4885,189,195997,1633,22,68280,False,20,6,3,391
no_obs,1,3,1,8,0.9477,0.9800,0.9230,0.8676,98.0,49,50,0,38.50,461.50,12,15,9,168,1,9,20,1,9,False,4897,189,201083,1637,22,69939,False,20,6,4,524
no_obs,1,3,1,9,0.9424,0.9800,0.9150,0.8456,98.0,49,50,0,42.50,457.50,12,15,9,168,1,9,20,1,9,False,4995,187,206265,1657,22,71618,False,21,9,2,270
no_obs,1,3,1,10,0.9105,0.9200,0.9070,0.8769,92.0,46,50,3,46.50,453.50,12,15,9,168,1,9,20,1,9,False,5030,189,211484,1659,22,73299,False,21,9,3,408
no_obs,1,3,1,11,0.8939,0.9000,0.8940,0.8659,90.0,45,50,1,53.00,447.00,12,15,9,168,1,9,20,1,9,False,5013,188,216685,1657,22,74978,False,21,9,4,545
no_obs,1,3,1,12,0.8704,0.8600,0.8860,0.8756,86.0,43,50,2,57.00,443.00,12,15,9,168,1,9,20,1,9,False,5074,188,221947,1665,22,76665,False,22,12,2,278
no_obs,1,3,1,13,0.8596,0.8400,0.8780,0.8991,84.0,42,50,1,61.00,439.00,12,15,9,168,1,9,20,1,9,False,5100,189,227236,1669,22,78356,False,22,12,3,421
no_obs,1,3,1,14,0.8571,0.8400,0.8700,0.9002,84.0,42,50,0,65.00,435.00,12,15,9,168,1,9,20,1,9,False,5032,188,232456,1659,22,80037,False,22,12,4,559
no_obs,1,3,1,15,0.8503,0.8400,0.8605,0.8697,84.0,42,50,0,69.75,430.25,12,15,9,168,1,9,20,1,9,False,5013,188,237657,1653,22,81712,False,23,15,2,273
no_obs,1,3,1,16,0.8375,0.8200,0.8475,0.8899,82.0,41,50,1,76.25,423.75,12,15,9,168,1,9,20,1,9,False,5120,189,242966,1669,22,83403,False,23,15,3,416
no_obs,1,3,1,17,0.8258,0.8000,0.8395,0.9064,80.0,40,50,1,80.25,419.75,12,15,9,168,1,9,20,1,9,False,5003,187,248156,1653,22,85078,False,23,15,4,551
no_obs,1,3,1,18,0.8153,0.7800,0.8315,0.9329,78.0,39,50,1,84.25,415.75,12,15,9,168,1,9,20,1,9,False,5074,188,253418,1661,22,86761,False,24,18,2,274
no_obs,1,3,1,19,0.8119,0.7800,0.8235,0.9262,78.0,39,50,0,88.25,411.75,12,15,9,168,1,9,20,1,9,False,5094,176,258688,1665,22,88448,False,24,18,3,415
no_obs,1,3,1,20,0.8094,0.7800,0.8155,0.9271,78.0,39,50,0,92.25,407.75,12,15,9,168,1,9,20,1,9,False,5077,189,263954,1661,22,90131,False,24,18,4,554
no_obs,1,3,1,21,0.8055,0.7800,0.8025,0.9304,78.0,39,50,0,98.75,401.25,12,15,9,168,1,9,20,1,9,False,5077,189,269220,1661,22,91814,False,25,21,2,278
no_obs,1,3,1,22,0.8024,0.7800,0.7930,0.9309,78.0,39,50,0,103.50,396.50,12,15,9,168,1,9,20,1,9,False,5019,188,274427,1653,22,93489,False,25,21,3,413
no_obs,1,3,1,23,0.7976,0.7800,0.7850,0.9127,78.0,39,50,0,107.50,392.50,12,15,9,168,1,9,20,1,9,False,5023,189,279639,1653,22,95164,False,25,21,4,548
no_obs,1,3,1,24,0.7839,0.7600,0.7770,0.9126,76.0,38,50,1,111.50,388.50,12,15,9,168,1,9,20,1,9,False,5074,189,284902,1661,22,96847,False,26,24,2,274
