config,run,generation,attempt,day,fitness,yield,saving_ratio,healthiness,survival_pct,alive_count,initial_count,deaths_today,cost,saving,food_interval,food_quantity,food_location,probiotic_interval,probiotic_quantity,probiotic_location,oxygen_interval,oxygen_duration,oxygen_location,early_quit
minimal,1,4,1,1,0.9428,0.9184,0.9855,0.9369,100.0,45,45,0,7.25,492.75,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,2,0.9403,0.9184,0.9775,0.9383,100.0,45,45,0,11.25,488.75,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,3,0.9356,0.9184,0.9680,0.9254,100.0,45,45,0,16.00,484.00,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,4,0.9321,0.9184,0.9600,0.9180,100.0,45,45,0,20.00,480.00,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,5,0.9304,0.9184,0.9505,0.9300,100.0,45,45,0,24.75,475.25,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,6,0.9261,0.9184,0.9375,0.9299,100.0,45,45,0,31.25,468.75,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,7,0.9217,0.9184,0.9280,0.9198,100.0,45,45,0,36.00,464.00,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,8,0.9196,0.9184,0.9200,0.9242,100.0,45,45,0,40.00,460.00,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,9,0.9146,0.9184,0.9105,0.9088,100.0,45,45,0,44.75,455.25,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,10,0.9106,0.9184,0.9025,0.8976,100.0,45,45,0,48.75,451.25,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,11,0.9061,0.9184,0.8880,0.8994,100.0,45,45,0,56.00,444.00,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,12,0.8898,0.8980,0.8800,0.8792,97.8,44,45,1,60.00,440.00,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,13,0.8853,0.8980,0.8705,0.8681,97.8,44,45,0,64.75,435.25,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,14,0.8844,0.8980,0.8625,0.8823,97.8,44,45,0,68.75,431.25,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,15,0.8819,0.8980,0.8530,0.8875,97.8,44,45,0,73.50,426.50,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,16,0.8794,0.8980,0.8400,0.9025,97.8,44,45,0,80.00,420.00,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,17,0.8763,0.8980,0.8305,0.9033,97.8,44,45,0,84.75,415.25,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,18,0.8739,0.8980,0.8225,0.9046,97.8,44,45,0,88.75,411.25,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,19,0.8699,0.8980,0.8130,0.8975,97.8,44,45,0,93.50,406.50,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,20,0.8674,0.8980,0.8050,0.8992,97.8,44,45,0,97.50,402.50,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,21,0.8611,0.8980,0.7905,0.8862,97.8,44,45,0,104.75,395.25,8,10,9,48,1,9,20,1,9,False
minimal,1,4,1,22,0.8581,0.8980,0.7825,0.8830,97.8,44,45,0,108.75,391.25,8,10,5,48,1,5,20,1,5,False
minimal,1,4,1,23,0.8391,0.8776,0.7730,0.8449,95.6,43,45,1,113.50,386.50,8,10,5,48,1,5,20,1,5,False
minimal,1,4,1,24,0.8221,0.8571,0.7650,0.8188,93.3,42,45,1,117.50,382.50,8,10,5,48,1,5,20,1,5,False
minimal,1,4,1,25,0.7894,0.8163,0.7555,0.7589,88.9,40,45,2,122.25,377.75,8,10,5,48,1,5,20,1,5,False
minimal,1,4,1,26,0.7674,0.7959,0.7425,0.7051,86.7,39,45,1,128.75,371.25,8,10,5,48,1,5,20,1,5,False
minimal,1,4,1,27,0.7576,0.7959,0.7330,0.6494,86.7,39,45,0,133.50,366.50,8,15,5,48,1,5,20,1,5,False
minimal,1,4,1,28,0.7311,0.7551,0.7235,0.6422,82.2,37,45,2,138.25,361.75,4,15,9,48,1,5,20,1,5,False
minimal,1,4,1,29,0.7501,0.7551,0.7080,0.8431,82.2,37,45,0,146.00,354.00,4,15,9,48,1,5,20,1,5,False
minimal,1,4,1,30,0.7395,0.7347,0.6940,0.8870,80.0,36,45,1,153.00,347.00,4,15,9,48,1,5,20,1,5,False
minimal,1,5,1,1,0.9438,0.9184,0.9855,0.9460,100.0,45,45,0,7.25,492.75,8,10,9,48,1,9,20,1,9,False
minimal,1,5,1,2,0.9399,0.9184,0.9775,0.9349,100.0,45,45,0,11.25,488.75,8,10,9,48,1,9,20,1,9,False
minimal,1,5,1,3,0.9350,0.9184,0.9680,0.9203,100.0,45,45,0,16.00,484.00,8,10,9,48,1,9,20,1,9,False
minimal,1,5,1,4,0.9322,0.9184,0.9600,0.9188,100.0,45,45,0,20.00,480.00,8,10,7,48,1,5,20,1,6,False
minimal,1,5,1,5,0.9167,0.8980,0.9505,0.9100,97.8,44,45,1,24.75,475.25,8,10,7,48,1,5,20,1,6,False
minimal,1,5,1,6,0.9085,0.8980,0.9375,0.8769,97.8,44,45,0,31.25,468.75,8,10,7,48,1,5,20,1,6,False
minimal,1,5,1,7,0.9025,0.8980,0.9280,0.8530,97.8,44,45,0,36.00,464.00,8,10,7,48,1,5,20,1,6,False
minimal,1,5,1,8,0.8995,0.8980,0.9200,0.8503,97.8,44,45,0,40.00,460.00,8,10,7,48,1,5,20,1,6,False
minimal,1,5,1,9,0.8735,0.8571,0.9105,0.8468,93.3,42,45,2,44.75,455.25,8,10,7,48,1,5,20,1,6,False
minimal,1,5,1,10,0.8585,0.8367,0.9025,0.8373,91.1,41,45,1,48.75,451.25,8,10,7,48,1,5,20,1,6,False
minimal,1,5,1,11,0.8412,0.8163,0.8880,0.8262,88.9,40,45,1,56.00,444.00,8,10,7,48,1,5,20,1,6,False
minimal,1,5,1,12,0.8239,0.7959,0.8800,0.7977,86.7,39,45,1,60.00,440.00,8,10,7,48,1,5,20,1,6,False
minimal,1,5,1,13,0.7974,0.7551,0.8705,0.7901,82.2,37,45,2,64.75,435.25,8,10,7,48,1,5,20,1,6,False
minimal,1,5,1,14,0.7708,0.7143,0.8625,0.7777,77.8,35,45,2,68.75,431.25,8,10,7,48,1,5,20,1,6,False
minimal,1,5,1,15,0.7528,0.6939,0.8530,0.7475,75.6,34,45,1,73.50,426.50,8,12,7,48,1,5,20,1,6,False
minimal,1,5,1,16,0.7248,0.6327,0.8394,0.8319,68.9,31,45,3,80.30,419.70,8,12,7,48,1,5,20,1,6,False
minimal,1,5,1,17,0.7011,0.5918,0.8293,0.8495,64.4,29,45,2,85.35,414.65,8,12,7,48,1,5,20,1,6,False
minimal,1,5,1,18,0.6976,0.5918,0.8207,0.8442,64.4,29,45,0,89.65,410.35,8,12,7,48,1,5,20,1,6,False
minimal,1,5,1,19,0.6513,0.5102,0.8106,0.8596,55.6,25,45,4,94.70,405.30,8,12,7,48,1,5,20,1,6,False
minimal,1,5,1,20,0.6483,0.5102,0.8020,0.8586,55.6,25,45,0,99.00,401.00,8,12,7,48,1,5,20,1,6,False
minimal,1,5,1,21,0.6117,0.4490,0.7869,0.8755,48.9,22,45,3,106.55,393.45,8,12,7,48,1,5,20,1,6,False
minimal,1,5,1,22,0.5973,0.4286,0.7783,0.8731,46.7,21,45,1,110.85,389.15,8,12,7,48,1,5,20,1,6,False
minimal,1,5,1,23,0.5679,0.3878,0.7682,0.8428,42.2,19,45,2,115.90,384.10,8,12,7,48,1,5,20,1,6,False
minimal,1,5,1,24,0.5641,0.3878,0.7596,0.8350,42.2,19,45,0,120.20,379.80,8,12,7,48,1,5,20,1,6,False
minimal,1,5,1,25,0.5395,0.3469,0.7495,0.8442,37.8,17,45,2,125.25,374.75,8,12,9,48,1,5,20,1,6,False
minimal,1,5,1,26,0.5127,0.3061,0.7359,0.8460,33.3,15,45,2,132.05,367.95,8,12,9,48,1,5,20,1,6,False
minimal,1,5,1,27,0.5013,0.2857,0.7258,0.8719,31.1,14,45,1,137.10,362.90,8,12,9,48,1,5,20,1,6,False
minimal,1,5,1,28,0.5012,0.2857,0.7172,0.8950,31.1,14,45,0,141.40,358.60,8,12,9,48,1,5,20,1,6,False
minimal,1,5,1,29,0.4978,0.2857,0.7071,0.8945,31.1,14,45,0,146.45,353.55,8,12,9,48,1,5,20,1,6,False
minimal,1,5,1,30,0.4946,0.2857,0.6985,0.8913,31.1,14,45,0,150.75,349.25,8,12,9,48,1,5,20,1,6,False
